context_id,context_name,friction_mu,geometry_sha256,h_l00_r00_m,h_l00_r01_m,h_l00_r02_m,h_l00_r03_m,h_l00_r04_m,h_l00_r05_m,h_l01_r00_m,h_l01_r01_m,h_l01_r02_m,h_l01_r03_m,h_l01_r04_m,h_l01_r05_m,h_l02_r00_m,h_l02_r01_m,h_l02_r02_m,h_l02_r03_m,h_l02_r04_m,h_l02_r05_m,h_l03_r00_m,h_l03_r01_m,h_l03_r02_m,h_l03_r03_m,h_l03_r04_m,h_l03_r05_m,h_l04_r00_m,h_l04_r01_m,h_l04_r02_m,h_l04_r03_m,h_l04_r04_m,h_l04_r05_m,h_l05_r00_m,h_l05_r01_m,h_l05_r02_m,h_l05_r03_m,h_l05_r04_m,h_l05_r05_m,h_l06_r00_m,h_l06_r01_m,h_l06_r02_m,h_l06_r03_m,h_l06_r04_m,h_l06_r05_m,h_l07_r00_m,h_l07_r01_m,h_l07_r02_m,h_l07_r03_m,h_l07_r04_m,h_l07_r05_m,patch_max_m,patch_min_m,patch_std_m,seed,start_height_m,start_x_m,start_y_m,start_yaw_rad,terrain
rough_seed_30,rough_perlin_seed_30,0.8,4bafd8975db701b92b46fdee0dc1fbd6d9c669095257ce8fa76cedb25c7ba4c9,0.011678262616146962,0.00998406376582811,-0.00803966631503017,-0.011584172253653768,-0.021186747616412538,-0.055912485589787286,0.008008028437409498,-0.014210079865268399,-0.02470511535686426,-0.019113305936093727,-0.006782744423452947,-0.037833155785942374,0.007720312807165508,-0.011668855236486975,-0.023431325599915565,-0.005074578826218756,-0.0062275280472854355,-0.03176235734553806,0.028368955115536665,0.020130809840810726,0.02488266835907338,0.028846164666617158,0.018078556436856685,-0.021184268480238577,0.05732691173396742,0.05826818801361544,0.038832688751747835,0.04623567527133765,0.03116920965504638,0.003097773207564436,0.03893791666640378,0.061668917907197196,0.04608226810703192,0.043454271576972014,0.03840868738700837,0.03008820121003425,0.02785966085952346,0.034019503726610445,0.02654417882672605,0.009264636597643539,0.019794584064813825,0.016457807051786344,0.04011759387124769,0.04294058883070023,0.019184263318966832,0.017365782802560403,0.01373106091805143,0.007006812928028627,0.061668917907197196,-0.055912485589787286,0.026834869239621917,30,0.32953631045759546,-9.01631017801784,4.7838489646678335,-0.4878107758180736,rough_perlin
rough_seed_31,rough_perlin_seed_31,0.8,b99cd188db3db64a40e95fc6140013411adbb634a0bd5734e7654bea470a35d3,0.017751515443509197,-0.001531628452894479,-0.009880983648244801,0.003024662466568781,0.00804177469691783,0.04399325251739314,0.018758090469272348,0.014743505695744175,0.0005279786272009146,-0.00742596605500892,0.020717039978390528,0.05233248162563228,0.03560412378292224,0.03951176178759347,0.0185655172419594,-0.008217646561655093,0.009622867069598362,0.04980959329625381,0.04235280842529829,0.04411055218030177,0.027005795592134646,0.008706773659559075,0.012263825102663217,0.041160705937809794,0.035024539593234955,0.04327828368105524,0.032267314133637065,0.01749092290335527,0.030255741745708636,0.04103190736921175,0.034400779998872394,0.03577661081616104,0.03852242164794778,0.03944723147667292,0.0426472919897537,0.0382203941285342,0.02534700269701337,0.025045001949737383,0.04175073391452411,0.055146478417822775,0.04811450627734418,0.031432309620007315,0.031380300030767944,0.030891429359384076,0.038017319558874746,0.04008291690859264,0.03037616965542425,0.012197262638386275,0.055146478417822775,-0.009880983648244801,0.016699499386743206,31,0.1208419345737908,-0.15009513777138886,5.163751126344817,-1.541734073815229,rough_perlin
rough_seed_32,rough_perlin_seed_32,0.8,439b0d333c29f87e00cda3fcd5d4e356d1f655a3ddbc2f24db110e0c1d99eea3,0.07455704349362344,0.07866120414019581,0.05622398051650809,0.03963690776818207,0.03219905226854208,0.040007295640066914,0.07855377907226155,0.06235440603499234,0.03814420646100519,0.014272785521368625,0.004197469999468267,0.016999389215726718,0.0466962694666784,0.03633971692133714,0.014794519476827611,-0.0059117831034758705,-0.008316563003692684,0.009834471445845677,0.04765730575399549,0.03761220123718648,0.018069786751285177,0.003980957624581949,0.004861699474230291,0.021920222142686435,0.06304015556205586,0.05100514713194165,0.0372364547955755,0.02836849693348112,0.024375232195119584,0.013736157901240775,0.07719504856108453,0.05741014505966133,0.04070145585697629,0.026366914330884256,0.0031734257592616333,-0.013763491747954354,0.0933699442920736,0.06412099268051794,0.033264096623586425,0.008109557055538674,-0.005467461677075652,-0.0006125495521169533,0.11301321341930579,0.06906209600582056,0.022651391375598656,-0.010819194705789209,-0.0075039340189409776,0.024427641590582777,0.11301321341930579,-0.013763491747954354,0.02960619833606955,32,0.1867208253077787,1.074786136282067,-11.187131257975063,1.6665771267175726,rough_perlin
rough_seed_33,rough_perlin_seed_33,0.8,aff343aefd0367904a48674ca6a2d3350e47a8912bdfe1509c925d21d8fc2e15,-0.05675391479217612,-0.07708858745305658,-0.08613805561486554,-0.08134458030409941,-0.11105372951936143,-0.10677439370476627,-0.03858347309222904,-0.05002228490813426,-0.05100564970308258,-0.05800241921284799,-0.08621311394549563,-0.08334723694539348,-0.027044856393520667,-0.017067930318636293,-0.015710044555431235,-0.023055018197669697,-0.05650044987520442,-0.04213490198140457,-0.03384200506025664,-0.025426567844419046,-0.01216852107559424,-0.024892928516895285,-0.03506685947795701,-0.01686741416270876,-0.037589165935634716,-0.033039094474233255,-0.02102713918796789,-0.02446043876484061,-0.037067176975001115,-0.03616972146128267,-0.037972272666392026,-0.02424112779002041,-0.0011309752994784206,-0.007187064537022392,-0.019684854707773092,-0.030716368551312156,-0.007066760050607912,0.013692768574782577,0.030890619443864786,0.03623809136558792,0.03326027929343217,0.034843596329710735,-0.0001224439858214521,0.039212722825284485,0.04551146661550981,0.04411815325276097,0.053624302135090895,0.06188294908509068,0.06188294908509068,-0.11105372951936143,0.04126881684884426,33,0.46792345133202545,6.693651017268242,9.38072300061957,-2.1905610013213703,rough_perlin
rough_seed_34,rough_perlin_seed_34,0.8,37d0327fc41e50315eca1922d29fc8a4e5e1a055c9b2e8e04a1a86d7b35deaad,0.03844225348230368,0.028594695228709277,0.019917376908994422,-0.005059713661127063,-0.03473453492640155,-0.04635678151682926,0.021579018664323046,0.021806665152144855,0.01429002374009597,0.006328410389183858,-0.004693900795929851,-0.029538301304022463,0.03101145233857011,0.006932908971560903,0.0019107242614487263,0.011272078440190847,0.026285083436659196,-0.01322917086816866,0.03774233512191322,0.01474781303678524,0.019759978317808125,0.0068345969707004905,0.026756088500714093,0.030464839711236702,0.03858913159792404,0.02159248289173593,0.04487824037311955,0.042420155982791585,0.013242186680675727,0.0031971502214791503,0.02871165480765553,0.019599525044065813,0.05250881436144195,0.035819077699765944,0.011844017191569745,-0.033352507215802185,-0.015972499549906205,-0.015592470274549075,0.011131279066067756,0.0012394559381678771,-0.015545932831861842,-0.027743431127053797,-0.0233144208272118,-0.022176862018290833,0.01365573883586263,0.014545575684240086,-0.02627702291581885,-0.03661187767994206,0.05250881436144195,-0.04635678151682926,0.024420372861640772,34,0.36048643057763347,-9.881684930221276,9.38132913691342,-0.7594254167485779,rough_perlin
rough_seed_35,rough_perlin_seed_35,0.8,b2da91a09a033b30c7b2e3984d39e4de844f27c0067f9cca77ca1709150c1c5a,0.0591775128794923,0.05730740176302529,0.05725119419540692,0.04363572322206094,0.08084618600614335,0.1005958577204274,0.0038059307383794816,0.00797364776531595,-0.003377811015981891,0.014913782619884353,0.05181692835466445,0.07766475145259999,-0.031071580968048074,-0.03992085141894197,-0.019884681566687545,0.011809260517100961,0.039694988842865375,0.05628392206157545,-0.004267945613831203,0.0038855098562002865,0.019007959860693868,0.03723276672289849,0.047129819777293136,0.04916300198596313,0.01801028502223706,0.04086228422266247,0.04262778729285699,0.06003322799937094,0.04387146167184253,0.018567438956186122,-0.0004812388128486167,0.007715401221558171,0.010890527962593655,0.03347155810619751,0.01876876771429381,-0.015183622855055756,-0.007920853911343562,0.0020161382002259476,0.004372704767752478,0.007882765230575906,-0.0020270594107226203,0.009050991479082837,0.0008976898984259796,0.03268934532589224,0.04122524123273641,0.02416681015570865,0.02415372885676159,0.04343055537656304,0.1005958577204274,-0.03992085141894197,0.029059904840284853,35,0.29940741836754026,3.6237425225610376,10.95276556363768,-1.8903102722984637,rough_perlin
rough_seed_36,rough_perlin_seed_36,0.8,1067a0bd1782031838cbabd93621592e775285082200e5780d69cc3494868bea,0.005257540037949315,-0.01734037808542732,0.011311099290581605,0.03477519977277477,0.05307640824250459,0.05070583679229096,-0.005064438875751531,-0.0050122117890266105,0.01448956236462462,0.028543202929505407,0.048367527188103276,0.0627198061577523,0.0029441726927641465,-0.0023577085066704973,-0.0010608152364396939,0.00812480279697142,0.02126139593714349,0.05585615969605573,0.003179601519392561,0.0031312657332026594,0.003417994191699525,-0.0007888990107216554,0.01897586509376603,0.05432010576007118,-0.0025314440704088392,-0.018862038195828157,0.0002499166886740234,0.025416850425348136,0.04599241068899029,0.04402895957475317,-0.012554769804668742,-0.02027039613637982,0.012963631046583157,0.022076241764446558,0.046256816084071395,0.05797109672795003,0.0031665937368238195,0.02350479165878161,0.03857989832181541,0.03977189713679846,0.05191508555725943,0.08042114145678236,0.04879022418076967,0.06784227438810958,0.04312897257416076,0.039190672369676216,0.05116004489648762,0.0975687324612603,0.0975687324612603,-0.02027039613637982,0.027666588048296834,36,0.32240702935751164,-2.0761391355099073,3.8749289915057523,-1.0789301669193845,rough_perlin
rough_seed_37,rough_perlin_seed_37,0.8,b83faad237fa8b7aea3b8996fa92506f8830f096507da39a4cf64a9ea4a13421,0.06240592516022536,0.03255590497298386,0.01896426038464906,0.045091536223253625,0.05114777687552516,0.04491335418176312,0.06266744689513673,0.008425939694329851,0.0029008195976115564,0.020017160180401145,0.04828062391644575,0.039942821971908654,0.07623650363604012,0.03215850039360299,-0.0032107263845252837,0.006225006878123385,0.016386050593760068,0.018130757149312227,0.09292276561962326,0.07278579881719083,0.029617114279351583,0.005439177687956875,-0.003698007053791391,0.018445670561457683,0.10249017526215484,0.08491821833586055,0.044347674668230114,0.018989960108719228,0.01370890053094527,0.032964035441389816,0.10355192236698871,0.09503777948222922,0.05577851518932253,0.024816154855876904,0.011848243296742944,0.037008902427253326,0.0875404741602869,0.08046450070339084,0.06094993570486701,0.03350818225332822,0.03436839209067519,0.060845056772301176,0.07884264875260166,0.057172044289690194,0.04148524237733914,0.046939067038982873,0.05519202549739305,0.09131870807686762,0.10355192236698871,-0.003698007053791391,0.029370512340697878,37,0.09484150042914238,-6.796402701002925,-10.533436946826354,0.9977889037058977,rough_perlin
rough_seed_38,rough_perlin_seed_38,0.8,a06640b53dee9aa75b7ad6714fabf71356cff4e3cf9c2f4d0cc50baa3ddd9902,0.01541026666032752,0.006283909702797241,0.018329477145007267,0.0396109533629716,0.04849568103361479,0.04471499967192205,0.0057452560391378915,0.0011798098861890982,0.009335025501540806,0.029902558492737763,0.001074971146505621,0.011903441463939346,-0.0033673870512660464,0.00961731656943654,-0.002154837256320874,0.005261249380262345,0.004865069530245347,0.015019791176702046,-0.027075893249772165,-0.04851373994015856,-0.026348088078730014,-0.008820375112377321,0.004616460663937172,0.019520528153891548,-0.044209139734382064,-0.047851643596812043,-0.03878011433521919,-0.03000489896273212,-0.014583392099583536,0.004734778589820854,-0.05204286223358667,-0.04604715193231107,-0.04316606771554832,-0.05049666119389215,-0.05069540486772334,-0.04229709409377563,-0.05035814013222639,-0.04613443819870977,-0.05029020986054644,-0.0688344317544273,-0.08145638436387026,-0.07668009258269876,-0.03628039920384327,-0.0418037055609326,-0.04418729827095774,-0.048275835033645464,-0.0759666821977264,-0.08109715470202364,0.04849568103361479,-0.08145638436387026,0.03441954753801786,38,0.2786799788591867,-3.4647959073420784,-10.099235666665,1.2403055371971523,rough_perlin
rough_seed_39,rough_perlin_seed_39,0.8,41a3adad9b20c1bc74c6e48f2e0fd308c2bd6762181ba36073dc2be3162d5d10,-0.005022665095884782,0.0020009316120779275,-0.005237272947012317,-0.006381506070911036,0.009560506539597113,0.010465839515957365,-0.00836259114797222,-0.005878584251377494,-0.009476681072810744,-0.007964921956864213,0.0077716812900285315,0.024799505859179616,-0.015737124566268412,-0.026065902549283537,-0.01651201047147066,-0.002639929933710927,0.00749989795101319,0.01987253886946433,-0.0409385382037204,-0.03864575433766004,-0.009380464197292382,0.006506961921431631,0.008183583029453267,0.01701438685730161,-0.03637703573453355,-0.052373218254333165,-0.028527707146077774,-0.01321382525282494,-0.011339905617255897,-0.012407811356362819,-0.016785094181775817,-0.03673821163793417,-0.023052474493731434,-0.02977645413995683,-0.04952996917855407,-0.06321615271152092,0.0037798440230727426,-0.01706703088838346,-0.03172590152090504,-0.05690216664235903,-0.07868965197742717,-0.08390362137624796,-0.055075584282666845,-0.05039770302652974,-0.058066988573393874,-0.0691104879051338,-0.08254411561937525,-0.08201425034578613,0.024799505859179616,-0.08390362137624796,0.028978809983236903,39,0.3767583696093423,0.3268945549652,-7.71177141818192,1.6131592970896582,rough_perlin
