update,specialized_beta,policy_step,balanced_time_s,specialized_time_s,balanced_req_vx_mps,specialized_req_vx_mps,delta_req_vx_mps,balanced_req_yaw_rate_rps,specialized_req_yaw_rate_rps,delta_req_yaw_rate_rps,balanced_req_body_height_m,specialized_req_body_height_m,delta_req_body_height_m,balanced_app_vx_mps,specialized_app_vx_mps,delta_app_vx_mps,balanced_app_yaw_rate_rps,specialized_app_yaw_rate_rps,delta_app_yaw_rate_rps,balanced_app_body_height_m,specialized_app_body_height_m,delta_app_body_height_m,balanced_state_vx_mps,specialized_state_vx_mps,delta_state_vx_mps,balanced_state_vy_mps,specialized_state_vy_mps,delta_state_vy_mps,balanced_state_yaw_rate_rps,specialized_state_yaw_rate_rps,delta_state_yaw_rate_rps,balanced_state_z_m,specialized_state_z_m,delta_state_z_m,balanced_roll_rad,specialized_roll_rad,delta_roll_rad,balanced_pitch_rad,specialized_pitch_rad,delta_pitch_rad,balanced_cost_motion,specialized_cost_motion,delta_cost_motion,balanced_cost_stability,specialized_cost_stability,delta_cost_stability,balanced_cost_posture,specialized_cost_posture,delta_cost_posture,balanced_cost_traction,specialized_cost_traction,delta_cost_traction,balanced_cost_energy,specialized_cost_energy,delta_cost_energy
10,stability,0,1.2,1.2,0.19261970445513726,0.19581019021570684,0.0031904857605695724,0.008620579540729523,2.6347488164901735e-05,-0.008594232052564621,0.2966667842119932,0.29796760015189644,0.0013008159399032215,0.19261970445513726,0.19581019021570684,0.0031904857605695724,0.008620579540729523,2.6347488164901735e-05,-0.008594232052564621,0.2966667842119932,0.29796760015189644,0.0013008159399032215,0.17698894441127777,0.18065735697746277,0.0036684125661849976,0.04098827764391899,0.0398528128862381,-0.001135464757680893,-0.04789205268025398,-0.054615993052721024,-0.006723940372467041,0.3297826647758484,0.32984092831611633,5.8263540267944336e-05,-0.007069532293826342,-0.007986584678292274,-0.0009170523844659328,0.04250631853938103,0.041031140834093094,-0.0014751777052879333,0.21924767653615734,0.21701542352646852,-0.0022322530096888227,3.864117638081097,3.9752463584377167,0.11112872035661958,0.02636147490339342,0.02456348170613331,-0.0017979931972601088,3.864117638081097,3.9752463584377167,0.11112872035661958,1.0286827572635093,1.0555208845309267,0.02683812726741741
10,stability,1,1.4000000000000001,1.4000000000000001,0.19273603931069375,0.19593934044241906,0.003203301131725317,0.00824686959385872,-0.0004534350708127022,-0.008700304664671421,0.2967391846328974,0.29805952839553357,0.001320343762636178,0.19273603931069375,0.19593934044241906,0.003203301131725317,0.00824686959385872,-0.0004534350708127022,-0.008700304664671421,0.2967391846328974,0.29805952839553357,0.001320343762636178,0.23192547261714935,0.23311211168766022,0.0011866390705108643,0.002865734277293086,0.00814919825643301,0.005283463979139924,0.02465648204088211,0.016966642811894417,-0.007689839228987694,0.33002808690071106,0.3304165005683899,0.000388413667678833,0.0012919876025989652,0.00012998083548154682,-0.0011620067671174183,0.04478585720062256,0.04417615011334419,-0.0006097070872783661,0.2776062240553862,0.2757776584262126,-0.0018285656291736063,2.1954717790484666,2.069397021363545,-0.1260747576849215,0.02926472866985931,0.028473343173338092,-0.0007913854965212186,2.1954717790484666,2.069397021363545,-0.1260747576849215,1.258431468684135,1.2712200417060227,0.01278857302188774
10,stability,2,1.6,1.6,0.19284720942378045,0.19603512100875378,0.0031879115849733353,0.007634373009204865,-0.0010690265335142612,-0.008703399542719127,0.296817384660244,0.2981397772952914,0.0013223926350474091,0.19284720942378045,0.19603512100875378,0.0031879115849733353,0.007634373009204865,-0.0010690265335142612,-0.008703399542719127,0.296817384660244,0.2981397772952914,0.0013223926350474091,0.17841115593910217,0.18126627802848816,0.0028551220893859863,0.0020365577656775713,0.002000952372327447,-3.560539335012436e-05,-0.06603043526411057,-0.06948093324899673,-0.0034504979848861694,0.32606929540634155,0.3271620571613312,0.001092761754989624,0.014626231975853443,0.013909180648624897,-0.0007170513272285461,0.024072570726275444,0.024344846606254578,0.0002722758799791336,0.23077645614869807,0.22721747955046867,-0.003558976598229402,0.40093223492459135,0.5602132595591545,0.15928102463456312,0.008454884571850011,0.008647226069966303,0.00019234149811629166,0.40093223492459135,0.5602132595591545,0.15928102463456312,0.8388491835859574,0.8336848466276529,-0.005164336958304538
10,stability,3,1.8,1.8,0.19324099868535996,0.19642458073794844,0.0031835820525884795,0.006749233603477478,-0.002043218165636063,-0.008792451769113542,0.29697048783302304,0.2983177772909403,0.0013472894579172334,0.19324099868535996,0.19642458073794844,0.0031835820525884795,0.006749233603477478,-0.002043218165636063,-0.008792451769113542,0.29697048783302304,0.2983177772909403,0.0013472894579172334,0.21484896540641785,0.21679121255874634,0.0019422471523284912,-0.012882580049335957,-0.014585713855922222,-0.0017031338065862656,0.02937757782638073,0.023127513006329536,-0.006250064820051193,0.32687392830848694,0.3279516398906708,0.0010777115821838379,0.007698718924075365,0.0075166597962379456,-0.0001820591278374195,0.02883397974073887,0.028525784611701965,-0.0003081951290369034,0.2693800491552498,0.2668729401886112,-0.002507108966638638,0.012130310250376789,0.0118723839073924,-0.0002579263429843895,0.012130310250376789,0.0118723839073924,-0.0002579263429843895,0.010044825055312009,0.006202084010501058,-0.0038427410448109503,0.8126499767606282,0.7943357306009449,-0.018314246159683356
10,stability,4,2.0,2.0,0.19325591623783112,0.196459224075079,0.0032033078372478707,0.006343285739421845,-0.002520631067454815,-0.008863916806876659,0.2970116849988699,0.29836885537952185,0.001357170380651973,0.19325591623783112,0.196459224075079,0.0032033078372478707,0.006343285739421845,-0.002520631067454815,-0.008863916806876659,0.2970116849988699,0.29836885537952185,0.001357170380651973,0.17226630449295044,0.17465956509113312,0.0023932605981826782,-0.009820913895964622,-0.010312872938811779,-0.0004919590428471565,0.021288707852363586,0.01839052326977253,-0.002898184582591057,0.3244624435901642,0.32551607489585876,0.00105363130569458,0.0026101169642060995,0.0027161308098584414,0.00010601384565234184,0.018462102860212326,0.018145734444260597,-0.0003163684159517288,0.24663657480375417,0.2437246412459732,-0.0029119335577809657,0.04788467792355221,0.04133772744341671,-0.006546950480135497,0.004973075916992758,0.00480409769538651,-0.0001689782216062483,0.04788467792355221,0.04133772744341671,-0.006546950480135497,0.5250437637194985,0.5276560143590455,0.0026122506395470646
10,stability,5,2.2,2.2,0.19340520128607752,0.19660484679043294,0.0031996455043554195,0.005873131006956101,-0.0030371334403753282,-0.00891026444733143,0.2970902495831251,0.29845820400863887,0.0013679544255137954,0.19340520128607752,0.19660484679043294,0.0031996455043554195,0.005873131006956101,-0.0030371334403753282,-0.00891026444733143,0.2970902495831251,0.29845820400863887,0.0013679544255137954,0.19722837209701538,0.20035161077976227,0.003123238682746887,0.00031214943737722933,0.000794396735727787,0.0004822472983505577,0.02370358444750309,0.01992673985660076,-0.0037768445909023285,0.3236157298088074,0.32462528347969055,0.0010095536708831787,0.0006769466563127935,0.0005654343403875828,-0.00011151231592521071,0.019857484847307205,0.019648641347885132,-0.00020884349942207336,0.25720656826236343,0.25306025553094835,-0.0041463127314150805,0.02112697228730183,0.023043031585616103,0.0019160592983142738,0.005753223710622153,0.00563284515190945,-0.00012037855871270282,0.02112697228730183,0.023043031585616103,0.0019160592983142738,0.3393813035509458,0.3440171834740288,0.004635879923083008
10,stability,6,2.4,2.4,0.19347256720066072,0.19666667431592944,0.003194107115268713,0.00544644258916378,-0.0034995514899492266,-0.008945994079113007,0.2971555877476931,0.2985319776087999,0.0013763898611068304,0.19347256720066072,0.19666667431592944,0.003194107115268713,0.00544644258916378,-0.0034995514899492266,-0.008945994079113007,0.2971555877476931,0.2985319776087999,0.0013763898611068304,0.19590993225574493,0.19890835881233215,0.0029984265565872192,0.016308089718222618,0.01636747643351555,5.93867152929306e-05,-0.008424135856330395,-0.017381876707077026,-0.008957740850746632,0.32296696305274963,0.3241463899612427,0.001179426908493042,-0.003087306162342429,-0.0034665963612496853,-0.0003792901989072561,0.02194509096443653,0.02188539318740368,-5.969777703285217e-05,0.25553263768730083,0.2517339278992329,-0.0037987097880679555,0.007757649593746273,0.0084554489420074,0.0006977993482611272,0.0070264757036275,0.0069882989849714095,-3.8176718656090375e-05,0.007757649593746273,0.0084554489420074,0.0006977993482611272,0.4910721550787825,0.4966512835839841,0.0055791285052015915
10,stability,7,2.6,2.6,0.19356023371219636,0.19675587229430677,0.003195638582110416,0.005043004453182221,-0.003955603763461113,-0.008998608216643333,0.2972258070856333,0.29861552484333515,0.0013897177577018582,0.19356023371219636,0.19675587229430677,0.003195638582110416,0.005043004453182221,-0.003955603763461113,-0.008998608216643333,0.2972258070856333,0.29861552484333515,0.0013897177577018582,0.2055252343416214,0.2083733081817627,0.0028480738401412964,-0.013833035714924335,-0.013334673829376698,0.0004983618855476379,-0.029264839366078377,-0.03739163279533386,-0.008126793429255486,0.32269591093063354,0.32397207617759705,0.001276165246963501,-0.00224108318798244,-0.0026680629234761,-0.00042697973549366,0.018826544284820557,0.018350135535001755,-0.0004764087498188019,0.22596318611676752,0.22164621938950674,-0.004316966727260785,0.15364553303360673,0.17193548321978624,0.018289950186179516,0.005171349975726578,0.004912938650063287,-0.00025841132566329066,0.15364553303360673,0.17193548321978624,0.018289950186179516,0.43362788156670357,0.4378982850459686,0.00427040347926505
10,stability,8,2.8000000000000003,2.8000000000000003,0.19380970411002638,0.19699796680361034,0.0031882626935839653,0.004194546490907669,-0.0048469875007867815,-0.00904153399169445,0.2973604933172464,0.2987644723802805,0.0014039790630340776,0.19380970411002638,0.19699796680361034,0.0031882626935839653,0.004194546490907669,-0.0048469875007867815,-0.00904153399169445,0.2973604933172464,0.2987644723802805,0.0014039790630340776,0.21179552376270294,0.21489238739013672,0.003096863627433777,-0.0032980754040181637,-0.0027015171945095062,0.0005965582095086575,0.00748624699190259,-0.0005353462183848023,-0.008021593210287392,0.32188355922698975,0.3232453167438507,0.001361757516860962,0.0012208397965878248,0.0008375986944884062,-0.00038324110209941864,0.017552880570292473,0.01732878014445305,-0.00022410042583942413,0.2635897141639779,0.26039782035812953,-0.0031918938058483892,0.007456916651363813,0.007869288491546592,0.00041237184018277917,0.004495308876223323,0.0043812568992227865,-0.00011405197700053646,0.007456916651363813,0.007869288491546592,0.00041237184018277917,0.619360169550252,0.6261579254984463,0.006797755948194317
10,stability,9,3.0,3.0,0.19390135258436203,0.19708671383559706,0.0031853612512350304,0.003729701042175293,-0.005343274027109147,-0.00907297506928444,0.29742484152317045,0.29883584585040807,0.0014110043272376194,0.19390135258436203,0.19708671383559706,0.0031853612512350304,0.003729701042175293,-0.005343274027109147,-0.00907297506928444,0.29742484152317045,0.29883584585040807,0.0014110043272376194,0.1988193392753601,0.20200584828853607,0.0031865090131759644,0.002912205643951893,0.0029091769829392433,-3.028661012649536e-06,0.008807395584881306,0.004313244950026274,-0.004494150634855032,0.3217213749885559,0.32310420274734497,0.0013828277587890625,0.001819443772546947,0.0014396582264453173,-0.00037978554610162973,0.02500731311738491,0.02510904148221016,0.00010172836482524872,0.2352211540369637,0.23127659279729074,-0.003944561239672961,0.00912424248364466,0.009198626808529871,7.4384324885211e-05,0.00912424248364466,0.009198626808529871,7.4384324885211e-05,0.003079212411331271,0.0030648078566373996,-1.4404554693871544e-05,0.4438318259574209,0.44674700701094205,0.0029151810535211764
10,stability,10,3.2,3.2,0.1939820572733879,0.19716354664415123,0.0031814893707633185,0.003290315717458725,-0.0058204419910907745,-0.0091107577085495,0.29749628953635693,0.29891539525240657,0.00141910571604964,0.1939820572733879,0.19716354664415123,0.0031814893707633185,0.003290315717458725,-0.0058204419910907745,-0.0091107577085495,0.29749628953635693,0.29891539525240657,0.00141910571604964,0.23953819274902344,0.2420169562101364,0.002478763461112976,0.031434640288352966,0.030927322804927826,-0.0005073174834251404,-0.009513691067695618,-0.018245823681354523,-0.008732132613658905,0.32244986295700073,0.3238968849182129,0.0014470219612121582,-0.0014291773550212383,-0.001304163713939488,0.0001250136410817504,0.02704782783985138,0.026935400441288948,-0.00011242739856243134,0.25290175277118804,0.24958907595460078,-0.0033126768165872567,0.010674008025475534,0.01058545715582809,-8.855086964744407e-05,0.010674008025475534,0.01058545715582809,-8.855086964744407e-05,0.0,0.0,0.0,0.48887426837242237,0.4933960836593806,0.0045218152869582195
10,stability,11,3.4,3.4,0.1940652783960104,0.1972520384937525,0.003186760097742103,0.002802689000964165,-0.0063600622117519386,-0.009162751212716104,0.2975718379765749,0.2990034908428788,0.001431652866303923,0.1940652783960104,0.1972520384937525,0.003186760097742103,0.002802689000964165,-0.0063600622117519386,-0.009162751212716104,0.2975718379765749,0.2990034908428788,0.001431652866303923,0.17541822791099548,0.1779422163963318,0.0025239884853363037,-0.01205312181264162,-0.011694906279444695,0.0003582155331969261,0.016963902860879898,0.011502336710691452,-0.005461566150188446,0.3228989541530609,0.3243292272090912,0.0014302730560302734,-0.000488320249132812,-0.0006545010255649686,-0.00016618077643215656,0.022354669868946075,0.022032026201486588,-0.0003226436674594879,0.23551453715205872,0.23157448481708537,-0.003940052334973354,0.2332162672338076,0.3655442061436934,0.13232793890988578,0.007291204105118428,0.007082256388602165,-0.00020894771651626311,0.2332162672338076,0.3655442061436934,0.13232793890988578,0.5251770215200049,0.526820621362089,0.0016435998420840647
10,stability,12,3.6,3.6,0.1942703999578953,0.19744708016514778,0.0031766802072524802,0.002125268243253231,-0.00705244466662407,-0.009177712909877301,0.297682357057929,0.2991215976141393,0.0014392405562103083,0.1942703999578953,0.19744708016514778,0.0031766802072524802,0.002125268243253231,-0.00705244466662407,-0.009177712909877301,0.297682357057929,0.2991215976141393,0.0014392405562103083,0.22790609300136566,0.23008787631988525,0.0021817833185195923,-0.007007262669503689,-0.004350684117525816,0.002656578551977873,-0.08799143135547638,-0.0960385650396347,-0.008047133684158325,0.32306569814682007,0.3244795799255371,0.001413881778717041,0.0012963295448571444,0.0008130913483910263,-0.0004832381964661181,0.03038221038877964,0.03001335822045803,-0.0003688521683216095,0.236221501778215,0.23426926002830928,-0.0019522417499057143,0.013467949484402218,0.013142921342015045,-0.000325028142387173,0.013467949484402218,0.013142921342015045,-0.000325028142387173,0.0012011834442306126,0.0010685806249967134,-0.00013260281923389915,0.467981258807528,0.47009883064057056,0.002117571833042564
10,stability,13,3.8000000000000003,3.8000000000000003,0.19451734721660616,0.19766994938254356,0.003152602165937407,0.001253814995288849,-0.007916279137134552,-0.0091700941324234,0.29783393293619154,0.29928246438503264,0.001448531448841106,0.19451734721660616,0.19766994938254356,0.003152602165937407,0.001253814995288849,-0.007916279137134552,-0.0091700941324234,0.29783393293619154,0.29928246438503264,0.001448531448841106,0.18379634618759155,0.18626439571380615,0.0024680495262145996,0.005651622544974089,0.005727823823690414,7.620127871632576e-05,-0.02672061324119568,-0.03428143635392189,-0.0075608231127262115,0.3245566785335541,0.326055109500885,0.0014984309673309326,0.0019834337290376425,0.0018704639514908195,-0.00011296977754682302,0.032631728798151016,0.032680951058864594,4.922226071357727e-05,0.2572858344369403,0.2534761316955956,-0.0038097027413447337,0.037660015027147,0.022597963101908942,-0.015062051925238056,0.015536133995797749,0.015583037022537997,4.6903026740248085e-05,0.037660015027147,0.022597963101908942,-0.015062051925238056,0.48577325705911867,0.48725032935501517,0.0014770722958964977
10,stability,14,4.0,4.0,0.1945216529071331,0.19768604449927807,0.0031643915921449606,0.001022576354444027,-0.00820218101143837,-0.009224757365882397,0.29786587223410604,0.2993226982466876,0.001456826012581569,0.1945216529071331,0.19768604449927807,0.0031643915921449606,0.001022576354444027,-0.00820218101143837,-0.009224757365882397,0.29786587223410604,0.2993226982466876,0.001456826012581569,0.20169752836227417,0.20353756844997406,0.0018400400876998901,-0.004269391763955355,-0.002716155955567956,0.0015532358083873987,-0.0015104938065633178,-0.020297236740589142,-0.018786742934025824,0.32591935992240906,0.3272985517978668,0.0013791918754577637,-0.002161374082788825,-0.0022059937473386526,-4.4619664549827576e-05,0.031839460134506226,0.03148987516760826,-0.0003495849668979645,0.2221679132825427,0.2189113202063489,-0.0032565930761938033,0.0779435192544295,0.12294835404852973,0.04500483479410024,0.014790885216139905,0.014467870521719082,-0.00032301469442082287,0.0779435192544295,0.12294835404852973,0.04500483479410024,0.5044743260047981,0.502591210035964,-0.0018831159688341703
10,stability,15,4.2,4.2,0.1946310106664896,0.19780420884490013,0.0031731981784105245,0.0003924353513866663,-0.008871171623468399,-0.009263606974855065,0.2979629420489073,0.2994325919263065,0.0014696498773992261,0.1946310106664896,0.19780420884490013,0.0031731981784105245,0.0003924353513866663,-0.008871171623468399,-0.009263606974855065,0.2979629420489073,0.2994325919263065,0.0014696498773992261,0.1995360255241394,0.20113001763820648,0.0015939921140670776,-0.0015971374232321978,-0.00018223201914224774,0.00141490540408995,0.0014102625427767634,-0.00043220503721386194,-0.0018424675799906254,0.3256082236766815,0.3268854320049286,0.0012772083282470703,0.00010853042476810515,0.0002904323919210583,0.00018190196715295315,0.02751150168478489,0.02672833576798439,-0.000783165916800499,0.2624858450061244,0.25931536153567225,-0.0031704834704521234,0.03306643288220426,0.039855375177569666,0.006788942295365405,0.011043108524948489,0.010423332452520428,-0.0006197760724280608,0.03306643288220426,0.039855375177569666,0.006788942295365405,0.5364852686574704,0.5446578364403318,0.008172567782861462
10,stability,16,4.4,4.4,0.19478768259286883,0.19793944638222458,0.0031517637893557493,-0.00021554713603109122,-0.009463977068662643,-0.009248429932631553,0.29806011088192463,0.2995281745120883,0.001468063630163663,0.19478768259286883,0.19793944638222458,0.0031517637893557493,-0.00021554713603109122,-0.009463977068662643,-0.009248429932631553,0.29806011088192463,0.2995281745120883,0.001468063630163663,0.20547492802143097,0.20896179974079132,0.0034868717193603516,0.005332333967089653,0.005456465296447277,0.00012413132935762405,0.019548984244465828,0.015201342292129993,-0.0043476419523358345,0.3253338634967804,0.3266908824443817,0.0013570189476013184,0.0021715282928198576,0.0017990297637879848,-0.00037249852903187275,0.032396089285612106,0.032175492495298386,-0.0002205967903137207,0.22639609547550743,0.22452171406504695,-0.0018743814104604795,0.03236910569337724,0.016114000237257616,-0.016255105456119624,0.015312564702699944,0.015104735012313596,-0.00020782969038634844,0.03236910569337724,0.016114000237257616,-0.016255105456119624,0.3978988363043227,0.39717013869065443,-0.0007286976136682832
10,stability,17,4.6000000000000005,4.6000000000000005,0.1948904510587454,0.19803538564592602,0.0031449345871806256,-0.0007832897827029228,-0.010044705122709274,-0.009261415340006351,0.29814791701734067,0.29962230652570726,0.0014743895083665914,0.1948904510587454,0.19803538564592602,0.0031449345871806256,-0.0007832897827029228,-0.010044705122709274,-0.009261415340006351,0.29814791701734067,0.29962230652570726,0.0014743895083665914,0.2273886650800705,0.22960056364536285,0.0022118985652923584,0.014682650566101074,0.014432721771299839,-0.0002499287948012352,-0.00981722492724657,-0.01987265609204769,-0.01005543116480112,0.3251078724861145,0.32645517587661743,0.0013473033905029297,0.0005947330500930548,0.00039468708564527333,-0.00020004596444778144,0.03093363158404827,0.03035115823149681,-0.0005824733525514603,0.2565685267338661,0.25327866829969575,-0.003289858434170345,0.013961257923044907,0.013440434537321633,-0.0005208233857232746,0.013961257923044907,0.013440434537321633,-0.0005208233857232746,0.0006971278183094197,0.0006528868286737017,-4.424098963571796e-05,0.6604629942402197,0.6595556659583927,-0.0009073282818270467
10,stability,18,4.8,4.8,0.19504190199077132,0.1981877662241459,0.0031458642333745956,-0.0014231823384761812,-0.010704386979341507,-0.009281204640865326,0.298256077542901,0.2997410512715578,0.001484973728656802,0.19504190199077132,0.1981877662241459,0.0031458642333745956,-0.0014231823384761812,-0.010704386979341507,-0.009281204640865326,0.298256077542901,0.2997410512715578,0.001484973728656802,0.1909438967704773,0.19348077476024628,0.002536877989768982,-0.011171779595315456,-0.010654774494469166,0.0005170051008462906,0.0011514712823554873,-0.0008220733143389225,-0.00197354459669441,0.3247278332710266,0.3259686529636383,0.0012408196926116943,0.0002974708331748843,-0.0001927278790390119,-0.0004901987122138962,0.023271726444363594,0.022254835814237595,-0.0010168906301259995,0.22116734888589362,0.2179862524514783,-0.0031810964344153314,0.08617261910171685,0.08891596494798402,0.0027433458462671756,0.007901689369044158,0.0072262256421289275,-0.0006754637269152305,0.08617261910171685,0.08891596494798402,0.0027433458462671756,0.5323831869116753,0.5355893575314317,0.0032061706197563655
10,stability,19,5.0,5.0,0.19525352604687216,0.1983833646401763,0.0031298385933041517,-0.0021840160712599753,-0.011444122344255448,-0.009260106272995472,0.29838475227355954,0.29987078410573303,0.0014860318321734955,0.19525352604687216,0.1983833646401763,0.0031298385933041517,-0.0021840160712599753,-0.011444122344255448,-0.009260106272995472,0.29838475227355954,0.29987078410573303,0.0014860318321734955,0.24338436126708984,0.24551858007907867,0.0021342188119888306,-0.024220719933509827,-0.02240399830043316,0.0018167216330766678,0.0060841990634799,0.0008805388933978975,-0.005203660170082003,0.3249335289001465,0.32616567611694336,0.001232147216796875,0.0024194959551095963,0.0021056670229882,-0.00031382893212139606,0.03016529232263565,0.029450593516230583,-0.0007146988064050674,0.24960851172932863,0.2476225274588265,-0.001985984270502117,0.013276324180266585,0.012654670533743653,-0.0006216536465229322,0.013276324180266585,0.012654670533743653,-0.0006216536465229322,0.0,0.0,0.0,0.46264739506973235,0.4679885812100663,0.0053411861403339644
10,stability,20,5.2,5.2,0.19540382809937,0.19852153826504948,0.003117710165679466,-0.0029565954580903055,-0.012190435826778413,-0.009233840368688108,0.29850379955023526,0.2999921807809733,0.0014883812307380229,0.19540382809937,0.19852153826504948,0.003117710165679466,-0.0029565954580903055,-0.012190435826778413,-0.009233840368688108,0.29850379955023526,0.2999921807809733,0.0014883812307380229,0.18007642030715942,0.18244130909442902,0.0023648887872695923,0.007543543819338083,0.0076975831761956215,0.00015403935685753822,-0.026793822646141052,-0.03416511043906212,-0.007371287792921066,0.32497647404670715,0.3263210952281952,0.0013446211814880371,0.0012020569993183017,0.0008124749874696136,-0.0003895820118486881,0.032316066324710846,0.03206225112080574,-0.0002538152039051056,0.24437388142169847,0.24123054169829916,-0.0031433397233993077,0.015237010209878528,0.014998600052063549,-0.0002384101578149795,0.015237010209878528,0.014998600052063549,-0.0002384101578149795,0.006823519167172124,0.005047432010908795,-0.0017760871562633295,0.4576037766186593,0.45980042645393837,0.002196649835279063
