source_path,world_name,action_name,preference_score_seed,reached,min_rel_dist,final_rel_dist,odom_x_delta_abs,reach_reward,hold_reward,future_risk_proxy,future_bad_locomotion,future_good_locomotion
artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_mid_brake_clear/ep000/ppo_policy_episode_result_v0.json,tracer_sponge_firm_flat,sponge_mid_brake_clear,-1.2991294074974564,False,0.24672338644206754,3.333832650399059,3.8167639236706576,1.6138237805028597,-6.726047262633448,1.0,True,False
artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_mid_brake_clear/ep001/ppo_policy_episode_result_v0.json,tracer_sponge_firm_flat,sponge_mid_brake_clear,-0.5639102500553397,False,0.18009400679105597,3.343693502220953,3.239820683650375,2.2542258310777905,-6.457297346267094,0.85,True,False
artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_mid_brake_clear/ep002/ppo_policy_episode_result_v0.json,tracer_sponge_firm_flat,sponge_mid_brake_clear,4.700404735510528,True,0.09938260325832492,3.904537889801201,3.7226540241783574,6.047505696282883,-7.820402791691581,0.44999999999999996,True,False
artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_mid_brake_clear/ep003/ppo_policy_episode_result_v0.json,tracer_sponge_firm_flat,sponge_mid_brake_clear,-0.3637206504782305,False,0.1871401064032521,3.032685830890914,3.3904419943829645,2.214413631537304,-5.910592658973311,0.85,True,False
artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_mid_brake_clear/ep004/ppo_policy_episode_result_v0.json,tracer_sponge_firm_flat,sponge_mid_brake_clear,5.220165509053125,True,0.0915680637320031,3.3714737390570684,3.856518098398014,6.1322879179443355,-6.821206527313144,0.44999999999999996,True,False
artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_probe_crawlish/ep000/ppo_policy_episode_result_v0.json,tracer_sponge_firm_flat,sponge_probe_crawlish,4.698083058035874,True,0.09949547770401879,3.793058254381926,4.2888461320443225,6.035383363493164,-7.880539574786013,0.44999999999999996,True,False
artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_probe_crawlish/ep001/ppo_policy_episode_result_v0.json,tracer_sponge_firm_flat,sponge_probe_crawlish,4.469906908504494,True,0.10309225614454551,3.99462851102332,4.415721880076146,5.998472488921875,-8.347117962084713,0.44999999999999996,True,False
artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_probe_crawlish/ep002/ppo_policy_episode_result_v0.json,tracer_sponge_firm_flat,sponge_probe_crawlish,5.605685622651692,True,0.016942063887155145,3.788200659399755,3.7652485820199257,6.803093400534573,-7.487073656870511,0.44999999999999996,True,False
artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_probe_crawlish/ep003/ppo_policy_episode_result_v0.json,tracer_sponge_firm_flat,sponge_probe_crawlish,-1.9647074414395562,False,0.36854565139717876,2.9911969204240165,2.4224493196665886,0.4783137517201411,-5.343618500681328,1.0,True,False
artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_probe_crawlish/ep004/ppo_policy_episode_result_v0.json,tracer_sponge_firm_flat,sponge_probe_crawlish,6.315187626874217,True,0.0075203572492354275,3.1776317426554432,3.234087488449908,6.917594220454084,-6.02039522867899,0.44999999999999996,True,False
