action_name,preference_score_seed,run_dir,schema,source_dataset,source_path,world_name
trot_cautious,2.6743089501301984,artifacts/phase_b_training_campaign_v1/earth/trot_cautious/ep000,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/earth/trot_cautious/ep000/ppo_policy_episode_result_v0.json,earth
trot_cautious,7.839399950413834,artifacts/phase_b_training_campaign_v1/earth/trot_cautious/ep001,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/earth/trot_cautious/ep001/ppo_policy_episode_result_v0.json,earth
trot_cautious,2.5476079424487277,artifacts/phase_b_training_campaign_v1/earth/trot_cautious/ep002,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/earth/trot_cautious/ep002/ppo_policy_episode_result_v0.json,earth
trot_cautious,2.769040616396499,artifacts/phase_b_training_campaign_v1/earth/trot_cautious/ep003,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/earth/trot_cautious/ep003/ppo_policy_episode_result_v0.json,earth
trot_cautious,2.7237410410993923,artifacts/phase_b_training_campaign_v1/earth/trot_cautious/ep004,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/earth/trot_cautious/ep004/ppo_policy_episode_result_v0.json,earth
trot_mid,7.97229795297278,artifacts/phase_b_training_campaign_v1/earth/trot_mid/ep000,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/earth/trot_mid/ep000/ppo_policy_episode_result_v0.json,earth
trot_mid,7.888085282456871,artifacts/phase_b_training_campaign_v1/earth/trot_mid/ep001,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/earth/trot_mid/ep001/ppo_policy_episode_result_v0.json,earth
trot_mid,7.941265000123879,artifacts/phase_b_training_campaign_v1/earth/trot_mid/ep002,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/earth/trot_mid/ep002/ppo_policy_episode_result_v0.json,earth
trot_mid,7.895728044156146,artifacts/phase_b_training_campaign_v1/earth/trot_mid/ep003,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/earth/trot_mid/ep003/ppo_policy_episode_result_v0.json,earth
trot_mid,7.934380975715347,artifacts/phase_b_training_campaign_v1/earth/trot_mid/ep004,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/earth/trot_mid/ep004/ppo_policy_episode_result_v0.json,earth
trot_soft_mid_clear,1.7048171846124212,artifacts/phase_b_training_campaign_v1/earth/trot_soft_mid_clear/ep000,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/earth/trot_soft_mid_clear/ep000/ppo_policy_episode_result_v0.json,earth
trot_soft_mid_clear,1.784948949428141,artifacts/phase_b_training_campaign_v1/earth/trot_soft_mid_clear/ep001,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/earth/trot_soft_mid_clear/ep001/ppo_policy_episode_result_v0.json,earth
trot_soft_mid_clear,2.1882957154630667,artifacts/phase_b_training_campaign_v1/earth/trot_soft_mid_clear/ep002,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/earth/trot_soft_mid_clear/ep002/ppo_policy_episode_result_v0.json,earth
trot_soft_mid_clear,1.9033165045648506,artifacts/phase_b_training_campaign_v1/earth/trot_soft_mid_clear/ep003,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/earth/trot_soft_mid_clear/ep003/ppo_policy_episode_result_v0.json,earth
trot_soft_mid_clear,1.7718799024093066,artifacts/phase_b_training_campaign_v1/earth/trot_soft_mid_clear/ep004,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/earth/trot_soft_mid_clear/ep004/ppo_policy_episode_result_v0.json,earth
trot_solid_fast,7.924975623810229,artifacts/phase_b_training_campaign_v1/earth/trot_solid_fast/ep000,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/earth/trot_solid_fast/ep000/ppo_policy_episode_result_v0.json,earth
trot_solid_fast,7.879842805108478,artifacts/phase_b_training_campaign_v1/earth/trot_solid_fast/ep001,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/earth/trot_solid_fast/ep001/ppo_policy_episode_result_v0.json,earth
trot_solid_fast,7.903916498272038,artifacts/phase_b_training_campaign_v1/earth/trot_solid_fast/ep002,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/earth/trot_solid_fast/ep002/ppo_policy_episode_result_v0.json,earth
trot_solid_fast,7.968009208595447,artifacts/phase_b_training_campaign_v1/earth/trot_solid_fast/ep003,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/earth/trot_solid_fast/ep003/ppo_policy_episode_result_v0.json,earth
trot_solid_fast,7.873465325871402,artifacts/phase_b_training_campaign_v1/earth/trot_solid_fast/ep004,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/earth/trot_solid_fast/ep004/ppo_policy_episode_result_v0.json,earth
trot_cautious,1.9163952695093898,artifacts/phase_b_training_campaign_v1/stairs_single/trot_cautious/ep000,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/stairs_single/trot_cautious/ep000/ppo_policy_episode_result_v0.json,stairs_single
trot_cautious,0.18016698363567596,artifacts/phase_b_training_campaign_v1/stairs_single/trot_cautious/ep001,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/stairs_single/trot_cautious/ep001/ppo_policy_episode_result_v0.json,stairs_single
trot_cautious,7.667867969248118,artifacts/phase_b_training_campaign_v1/stairs_single/trot_cautious/ep002,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/stairs_single/trot_cautious/ep002/ppo_policy_episode_result_v0.json,stairs_single
trot_cautious,1.759108384927416,artifacts/phase_b_training_campaign_v1/stairs_single/trot_cautious/ep003,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/stairs_single/trot_cautious/ep003/ppo_policy_episode_result_v0.json,stairs_single
trot_cautious,9.290015834460613,artifacts/phase_b_training_campaign_v1/stairs_single/trot_cautious/ep004,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/stairs_single/trot_cautious/ep004/ppo_policy_episode_result_v0.json,stairs_single
trot_mid,0.37294701794366847,artifacts/phase_b_training_campaign_v1/stairs_single/trot_mid/ep000,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/stairs_single/trot_mid/ep000/ppo_policy_episode_result_v0.json,stairs_single
trot_mid,7.9328089856087995,artifacts/phase_b_training_campaign_v1/stairs_single/trot_mid/ep001,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/stairs_single/trot_mid/ep001/ppo_policy_episode_result_v0.json,stairs_single
trot_mid,9.182829172062021,artifacts/phase_b_training_campaign_v1/stairs_single/trot_mid/ep002,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/stairs_single/trot_mid/ep002/ppo_policy_episode_result_v0.json,stairs_single
trot_mid,2.544385458812016,artifacts/phase_b_training_campaign_v1/stairs_single/trot_mid/ep003,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/stairs_single/trot_mid/ep003/ppo_policy_episode_result_v0.json,stairs_single
trot_mid,8.646282246919803,artifacts/phase_b_training_campaign_v1/stairs_single/trot_mid/ep004,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/stairs_single/trot_mid/ep004/ppo_policy_episode_result_v0.json,stairs_single
trot_soft_mid_clear,1.1515700838588137,artifacts/phase_b_training_campaign_v1/stairs_single/trot_soft_mid_clear/ep000,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/stairs_single/trot_soft_mid_clear/ep000/ppo_policy_episode_result_v0.json,stairs_single
trot_soft_mid_clear,1.0485203235306395,artifacts/phase_b_training_campaign_v1/stairs_single/trot_soft_mid_clear/ep001,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/stairs_single/trot_soft_mid_clear/ep001/ppo_policy_episode_result_v0.json,stairs_single
trot_soft_mid_clear,1.3664789157634472,artifacts/phase_b_training_campaign_v1/stairs_single/trot_soft_mid_clear/ep002,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/stairs_single/trot_soft_mid_clear/ep002/ppo_policy_episode_result_v0.json,stairs_single
trot_soft_mid_clear,0.8529873349866681,artifacts/phase_b_training_campaign_v1/stairs_single/trot_soft_mid_clear/ep003,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/stairs_single/trot_soft_mid_clear/ep003/ppo_policy_episode_result_v0.json,stairs_single
trot_soft_mid_clear,8.384610968148323,artifacts/phase_b_training_campaign_v1/stairs_single/trot_soft_mid_clear/ep004,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/stairs_single/trot_soft_mid_clear/ep004/ppo_policy_episode_result_v0.json,stairs_single
trot_solid_fast,8.841400062725448,artifacts/phase_b_training_campaign_v1/stairs_single/trot_solid_fast/ep000,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/stairs_single/trot_solid_fast/ep000/ppo_policy_episode_result_v0.json,stairs_single
trot_solid_fast,7.667831582319563,artifacts/phase_b_training_campaign_v1/stairs_single/trot_solid_fast/ep001,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/stairs_single/trot_solid_fast/ep001/ppo_policy_episode_result_v0.json,stairs_single
trot_solid_fast,7.232572382510281,artifacts/phase_b_training_campaign_v1/stairs_single/trot_solid_fast/ep002,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/stairs_single/trot_solid_fast/ep002/ppo_policy_episode_result_v0.json,stairs_single
trot_solid_fast,9.32921408933848,artifacts/phase_b_training_campaign_v1/stairs_single/trot_solid_fast/ep003,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/stairs_single/trot_solid_fast/ep003/ppo_policy_episode_result_v0.json,stairs_single
trot_solid_fast,9.297994308643204,artifacts/phase_b_training_campaign_v1/stairs_single/trot_solid_fast/ep004,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/stairs_single/trot_solid_fast/ep004/ppo_policy_episode_result_v0.json,stairs_single
trot_cautious,-1.1393134653618096,artifacts/phase_b_training_campaign_v1/tracer_sponge_firm_flat/trot_cautious/ep000,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/tracer_sponge_firm_flat/trot_cautious/ep000/ppo_policy_episode_result_v0.json,tracer_sponge_firm_flat
trot_cautious,5.499724526909979,artifacts/phase_b_training_campaign_v1/tracer_sponge_firm_flat/trot_cautious/ep001,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/tracer_sponge_firm_flat/trot_cautious/ep001/ppo_policy_episode_result_v0.json,tracer_sponge_firm_flat
trot_cautious,-1.5836045399825573,artifacts/phase_b_training_campaign_v1/tracer_sponge_firm_flat/trot_cautious/ep002,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/tracer_sponge_firm_flat/trot_cautious/ep002/ppo_policy_episode_result_v0.json,tracer_sponge_firm_flat
trot_cautious,-0.5393164630297976,artifacts/phase_b_training_campaign_v1/tracer_sponge_firm_flat/trot_cautious/ep003,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/tracer_sponge_firm_flat/trot_cautious/ep003/ppo_policy_episode_result_v0.json,tracer_sponge_firm_flat
trot_cautious,5.704740432131148,artifacts/phase_b_training_campaign_v1/tracer_sponge_firm_flat/trot_cautious/ep004,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/tracer_sponge_firm_flat/trot_cautious/ep004/ppo_policy_episode_result_v0.json,tracer_sponge_firm_flat
trot_mid,2.0603584572860876,artifacts/phase_b_training_campaign_v1/tracer_sponge_firm_flat/trot_mid/ep000,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/tracer_sponge_firm_flat/trot_mid/ep000/ppo_policy_episode_result_v0.json,tracer_sponge_firm_flat
trot_mid,-0.6408070341810056,artifacts/phase_b_training_campaign_v1/tracer_sponge_firm_flat/trot_mid/ep001,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/tracer_sponge_firm_flat/trot_mid/ep001/ppo_policy_episode_result_v0.json,tracer_sponge_firm_flat
trot_mid,5.3058941659968495,artifacts/phase_b_training_campaign_v1/tracer_sponge_firm_flat/trot_mid/ep002,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/tracer_sponge_firm_flat/trot_mid/ep002/ppo_policy_episode_result_v0.json,tracer_sponge_firm_flat
trot_mid,5.642225879301453,artifacts/phase_b_training_campaign_v1/tracer_sponge_firm_flat/trot_mid/ep003,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/tracer_sponge_firm_flat/trot_mid/ep003/ppo_policy_episode_result_v0.json,tracer_sponge_firm_flat
trot_mid,4.371793767352717,artifacts/phase_b_training_campaign_v1/tracer_sponge_firm_flat/trot_mid/ep004,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/tracer_sponge_firm_flat/trot_mid/ep004/ppo_policy_episode_result_v0.json,tracer_sponge_firm_flat
trot_soft_mid_clear,4.798540685808259,artifacts/phase_b_training_campaign_v1/tracer_sponge_firm_flat/trot_soft_mid_clear/ep000,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/tracer_sponge_firm_flat/trot_soft_mid_clear/ep000/ppo_policy_episode_result_v0.json,tracer_sponge_firm_flat
trot_soft_mid_clear,4.96187219223038,artifacts/phase_b_training_campaign_v1/tracer_sponge_firm_flat/trot_soft_mid_clear/ep001,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/tracer_sponge_firm_flat/trot_soft_mid_clear/ep001/ppo_policy_episode_result_v0.json,tracer_sponge_firm_flat
trot_soft_mid_clear,4.92915679180672,artifacts/phase_b_training_campaign_v1/tracer_sponge_firm_flat/trot_soft_mid_clear/ep002,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/tracer_sponge_firm_flat/trot_soft_mid_clear/ep002/ppo_policy_episode_result_v0.json,tracer_sponge_firm_flat
trot_soft_mid_clear,-1.1817109660820415,artifacts/phase_b_training_campaign_v1/tracer_sponge_firm_flat/trot_soft_mid_clear/ep003,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/tracer_sponge_firm_flat/trot_soft_mid_clear/ep003/ppo_policy_episode_result_v0.json,tracer_sponge_firm_flat
trot_soft_mid_clear,-2.3554222940479774,artifacts/phase_b_training_campaign_v1/tracer_sponge_firm_flat/trot_soft_mid_clear/ep004,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/tracer_sponge_firm_flat/trot_soft_mid_clear/ep004/ppo_policy_episode_result_v0.json,tracer_sponge_firm_flat
trot_solid_fast,4.851813203478593,artifacts/phase_b_training_campaign_v1/tracer_sponge_firm_flat/trot_solid_fast/ep000,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/tracer_sponge_firm_flat/trot_solid_fast/ep000/ppo_policy_episode_result_v0.json,tracer_sponge_firm_flat
trot_solid_fast,-1.8908035401741767,artifacts/phase_b_training_campaign_v1/tracer_sponge_firm_flat/trot_solid_fast/ep001,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/tracer_sponge_firm_flat/trot_solid_fast/ep001/ppo_policy_episode_result_v0.json,tracer_sponge_firm_flat
trot_solid_fast,-1.363909609608447,artifacts/phase_b_training_campaign_v1/tracer_sponge_firm_flat/trot_solid_fast/ep002,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/tracer_sponge_firm_flat/trot_solid_fast/ep002/ppo_policy_episode_result_v0.json,tracer_sponge_firm_flat
trot_solid_fast,-1.0504885889914917,artifacts/phase_b_training_campaign_v1/tracer_sponge_firm_flat/trot_solid_fast/ep003,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/tracer_sponge_firm_flat/trot_solid_fast/ep003/ppo_policy_episode_result_v0.json,tracer_sponge_firm_flat
trot_solid_fast,-2.727022182740725,artifacts/phase_b_training_campaign_v1/tracer_sponge_firm_flat/trot_solid_fast/ep004,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v1/tracer_sponge_firm_flat/trot_solid_fast/ep004/ppo_policy_episode_result_v0.json,tracer_sponge_firm_flat
sponge_mid_brake_clear,-1.2991294074974564,artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_mid_brake_clear/ep000,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_mid_brake_clear/ep000/ppo_policy_episode_result_v0.json,tracer_sponge_firm_flat
sponge_mid_brake_clear,-0.5639102500553397,artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_mid_brake_clear/ep001,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_mid_brake_clear/ep001/ppo_policy_episode_result_v0.json,tracer_sponge_firm_flat
sponge_mid_brake_clear,4.700404735510528,artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_mid_brake_clear/ep002,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_mid_brake_clear/ep002/ppo_policy_episode_result_v0.json,tracer_sponge_firm_flat
sponge_mid_brake_clear,-0.3637206504782305,artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_mid_brake_clear/ep003,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_mid_brake_clear/ep003/ppo_policy_episode_result_v0.json,tracer_sponge_firm_flat
sponge_mid_brake_clear,5.220165509053125,artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_mid_brake_clear/ep004,phase_b_training_rollout_row_v1,data/phase_b_training_pipeline_v5_merged_balanced,artifacts/phase_b_training_campaign_v2_sponge_expanded/tracer_sponge_firm_flat/sponge_mid_brake_clear/ep004/ppo_policy_episode_result_v0.json,tracer_sponge_firm_flat
